id,tyyppikoodi,tyyppikoodi_alaryhma,tyyppikoodi_paaryhma,sijainti_id,reitisto_id,kunta_nimi_fi,lisatieto_fi,reitti_id,tyyppi_nimi_fi,nimi_fi,omistaja,yllapitaja,reitti_nimi_fi,palvelupaikka,counter
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519276,103,1,0,610828,,Helsinki,"Salmi on suosittu ulkoilualue Vihdin kunnassa. Sen pinta-ala on 860 hehtaaria. Salmi sijaitsee Nuuksion kansallispuiston pohjoispuolella, Vihdintietä 37 kilometria Helsingistä.

Julkinen liikenne
Salmeen pääsee Helsingistä Vihdintietä kulkevilla busseilla, jotka lähtevät Helsingin linja-autoasemalta.

Palvelut
- Pysäköintialue keskusalueella
- Opastetaulut keskusalueella pysäköintialueen vieressä
- Luontopolku
- Kahvila suljettu toistaiseksi
- Takkatupa avoinna ma - su 10.00 - 15.00
- Grillikatos Paratiisissa, varattavissa tapahtumiin, katoksen toinen puoli vapaassa käytössä
- Saunat, päärakennuksen yhteydessä ja rantasauna
- Matkailuvaunualue, päärakennuksen läheisyydessä, 95 kausipaikkaa ja 9 lyhytaikaista paikkaa sähköllä, alueella käytössä pesutilat
- Telttailualue päärakennuksen läheisyydessä, Salmijärven rannalla
- Suihku ja WC keskusalueella, käytössä 24h vuorokaudessa
- Keittokatokset, 3 keittokatosta ja 2 tulentekopaikkaa, tulenteko muualla kielletty. Telttailu kielletty keittokatoksien läheisyydessä.
- Uimapaikka Salmijärven rannalla, pukukoppi ja wc
- 2 leikkipaikkaa
- Palloilukenttä
- Ulkoilureitit; viitoitettuja reittejä 24 km, kivituhkapintaisia, soveltuvat myös polkupyörä- ja pyörätuolikäyttöön, talvella latuina 3 km, 4 km, 6 km ja 10 km (perinteinen /vapaa tyyli), luonnonpohjaisia polkuja
- Kiintorastiverkosto soveltuu sekä retkeilysuunnistukseen että kilpasuunnistajien harjoitteluun. Salmen alueesta on saatavana suunnistuskartta, jonka voi ostaa paikan päällä infosta
- Virkistyskalastusta voi harrastaa Salmijärvellä, Poikkipuolisella sekä Iso-Parikas- ja Vähä-Parikas-järvillä, luonnonvarainen kalakanta poikasistutuksineen, kalastuslupia myydään infossa",,Ulkoilualue,Salmen ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),101
519376,103,1,0,610905,,Helsinki,"Vaakkoi on erämainen metsäalue, jota useat lammet ja kalliot rikkovat. Vaakkoi on ihanteellinen vaihtoehto omatoimiselle ja retkeilytaitoiselle ulkoilijalle. Alueella on vanha tervahaudan pohja muutaman sadan metrin päässä pysäköintipaikalta. Helsingin kaupunki on hankkinut Vaakkoin alueen vuosina 1972 ja 1976. Vaakkoin pinta-ala on noin 600 ha.

Palvelut
- Ei ulkoilua tukevia palveluja
- Lähimmät palvelut löytyvät Luukkaan ulkoilualueelta noin 5 km:n päästä
- Telttailu ja tulenteko alueella kielletty
- Pysäköintialue Vihdintien varressa
- Opastetaulu Vihdintien varressa, opaste vanhan tervahaudan pohjalle
- Vaakkoin eräkämppä Helsingin Ladun jäsenille
- Laavu Kämmenlammella 6:lle hengelle vapaassa käytössä
- WC Vihdintien varressa ja Saarijärven uimarannalla
- Ulkoilureitit: ei viitoitettuja ulkoilureittejä. Maastossa risteilee lukemattomia merkitsemättömiä polkuja, joita ulkoilija voi hyödyntää mielikuvituksensa ja taitojensa mukaan. Metsäisiä polkuja vaellellen löytyvät etelästä Karjakaivon ja idästä Luukkaan ulkoilualueet
- Virkistyskalastus sallittua alueen lammilla: Vaakkoi, Saaren Musta, Iso ja Pikku Lehmälampi.",,Ulkoilualue,Vaakkoin ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),119
519376,103,1,0,610905,,Helsinki,"Vaakkoi on erämainen metsäalue, jota useat lammet ja kalliot rikkovat. Vaakkoi on ihanteellinen vaihtoehto omatoimiselle ja retkeilytaitoiselle ulkoilijalle. Alueella on vanha tervahaudan pohja muutaman sadan metrin päässä pysäköintipaikalta. Helsingin kaupunki on hankkinut Vaakkoin alueen vuosina 1972 ja 1976. Vaakkoin pinta-ala on noin 600 ha.

Palvelut
- Ei ulkoilua tukevia palveluja
- Lähimmät palvelut löytyvät Luukkaan ulkoilualueelta noin 5 km:n päästä
- Telttailu ja tulenteko alueella kielletty
- Pysäköintialue Vihdintien varressa
- Opastetaulu Vihdintien varressa, opaste vanhan tervahaudan pohjalle
- Vaakkoin eräkämppä Helsingin Ladun jäsenille
- Laavu Kämmenlammella 6:lle hengelle vapaassa käytössä
- WC Vihdintien varressa ja Saarijärven uimarannalla
- Ulkoilureitit: ei viitoitettuja ulkoilureittejä. Maastossa risteilee lukemattomia merkitsemättömiä polkuja, joita ulkoilija voi hyödyntää mielikuvituksensa ja taitojensa mukaan. Metsäisiä polkuja vaellellen löytyvät etelästä Karjakaivon ja idästä Luukkaan ulkoilualueet
- Virkistyskalastus sallittua alueen lammilla: Vaakkoi, Saaren Musta, Iso ja Pikku Lehmälampi.",,Ulkoilualue,Vaakkoin ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),119
519376,103,1,0,610905,,Helsinki,"Vaakkoi on erämainen metsäalue, jota useat lammet ja kalliot rikkovat. Vaakkoi on ihanteellinen vaihtoehto omatoimiselle ja retkeilytaitoiselle ulkoilijalle. Alueella on vanha tervahaudan pohja muutaman sadan metrin päässä pysäköintipaikalta. Helsingin kaupunki on hankkinut Vaakkoin alueen vuosina 1972 ja 1976. Vaakkoin pinta-ala on noin 600 ha.

Palvelut
- Ei ulkoilua tukevia palveluja
- Lähimmät palvelut löytyvät Luukkaan ulkoilualueelta noin 5 km:n päästä
- Telttailu ja tulenteko alueella kielletty
- Pysäköintialue Vihdintien varressa
- Opastetaulu Vihdintien varressa, opaste vanhan tervahaudan pohjalle
- Vaakkoin eräkämppä Helsingin Ladun jäsenille
- Laavu Kämmenlammella 6:lle hengelle vapaassa käytössä
- WC Vihdintien varressa ja Saarijärven uimarannalla
- Ulkoilureitit: ei viitoitettuja ulkoilureittejä. Maastossa risteilee lukemattomia merkitsemättömiä polkuja, joita ulkoilija voi hyödyntää mielikuvituksensa ja taitojensa mukaan. Metsäisiä polkuja vaellellen löytyvät etelästä Karjakaivon ja idästä Luukkaan ulkoilualueet
- Virkistyskalastus sallittua alueen lammilla: Vaakkoi, Saaren Musta, Iso ja Pikku Lehmälampi.",,Ulkoilualue,Vaakkoin ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),119
519376,103,1,0,610905,,Helsinki,"Vaakkoi on erämainen metsäalue, jota useat lammet ja kalliot rikkovat. Vaakkoi on ihanteellinen vaihtoehto omatoimiselle ja retkeilytaitoiselle ulkoilijalle. Alueella on vanha tervahaudan pohja muutaman sadan metrin päässä pysäköintipaikalta. Helsingin kaupunki on hankkinut Vaakkoin alueen vuosina 1972 ja 1976. Vaakkoin pinta-ala on noin 600 ha.

Palvelut
- Ei ulkoilua tukevia palveluja
- Lähimmät palvelut löytyvät Luukkaan ulkoilualueelta noin 5 km:n päästä
- Telttailu ja tulenteko alueella kielletty
- Pysäköintialue Vihdintien varressa
- Opastetaulu Vihdintien varressa, opaste vanhan tervahaudan pohjalle
- Vaakkoin eräkämppä Helsingin Ladun jäsenille
- Laavu Kämmenlammella 6:lle hengelle vapaassa käytössä
- WC Vihdintien varressa ja Saarijärven uimarannalla
- Ulkoilureitit: ei viitoitettuja ulkoilureittejä. Maastossa risteilee lukemattomia merkitsemättömiä polkuja, joita ulkoilija voi hyödyntää mielikuvituksensa ja taitojensa mukaan. Metsäisiä polkuja vaellellen löytyvät etelästä Karjakaivon ja idästä Luukkaan ulkoilualueet
- Virkistyskalastus sallittua alueen lammilla: Vaakkoi, Saaren Musta, Iso ja Pikku Lehmälampi.",,Ulkoilualue,Vaakkoin ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),119
519376,103,1,0,610905,,Helsinki,"Vaakkoi on erämainen metsäalue, jota useat lammet ja kalliot rikkovat. Vaakkoi on ihanteellinen vaihtoehto omatoimiselle ja retkeilytaitoiselle ulkoilijalle. Alueella on vanha tervahaudan pohja muutaman sadan metrin päässä pysäköintipaikalta. Helsingin kaupunki on hankkinut Vaakkoin alueen vuosina 1972 ja 1976. Vaakkoin pinta-ala on noin 600 ha.

Palvelut
- Ei ulkoilua tukevia palveluja
- Lähimmät palvelut löytyvät Luukkaan ulkoilualueelta noin 5 km:n päästä
- Telttailu ja tulenteko alueella kielletty
- Pysäköintialue Vihdintien varressa
- Opastetaulu Vihdintien varressa, opaste vanhan tervahaudan pohjalle
- Vaakkoin eräkämppä Helsingin Ladun jäsenille
- Laavu Kämmenlammella 6:lle hengelle vapaassa käytössä
- WC Vihdintien varressa ja Saarijärven uimarannalla
- Ulkoilureitit: ei viitoitettuja ulkoilureittejä. Maastossa risteilee lukemattomia merkitsemättömiä polkuja, joita ulkoilija voi hyödyntää mielikuvituksensa ja taitojensa mukaan. Metsäisiä polkuja vaellellen löytyvät etelästä Karjakaivon ja idästä Luukkaan ulkoilualueet
- Virkistyskalastus sallittua alueen lammilla: Vaakkoi, Saaren Musta, Iso ja Pikku Lehmälampi.",,Ulkoilualue,Vaakkoin ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),119
519376,103,1,0,610905,,Helsinki,"Vaakkoi on erämainen metsäalue, jota useat lammet ja kalliot rikkovat. Vaakkoi on ihanteellinen vaihtoehto omatoimiselle ja retkeilytaitoiselle ulkoilijalle. Alueella on vanha tervahaudan pohja muutaman sadan metrin päässä pysäköintipaikalta. Helsingin kaupunki on hankkinut Vaakkoin alueen vuosina 1972 ja 1976. Vaakkoin pinta-ala on noin 600 ha.

Palvelut
- Ei ulkoilua tukevia palveluja
- Lähimmät palvelut löytyvät Luukkaan ulkoilualueelta noin 5 km:n päästä
- Telttailu ja tulenteko alueella kielletty
- Pysäköintialue Vihdintien varressa
- Opastetaulu Vihdintien varressa, opaste vanhan tervahaudan pohjalle
- Vaakkoin eräkämppä Helsingin Ladun jäsenille
- Laavu Kämmenlammella 6:lle hengelle vapaassa käytössä
- WC Vihdintien varressa ja Saarijärven uimarannalla
- Ulkoilureitit: ei viitoitettuja ulkoilureittejä. Maastossa risteilee lukemattomia merkitsemättömiä polkuja, joita ulkoilija voi hyödyntää mielikuvituksensa ja taitojensa mukaan. Metsäisiä polkuja vaellellen löytyvät etelästä Karjakaivon ja idästä Luukkaan ulkoilualueet
- Virkistyskalastus sallittua alueen lammilla: Vaakkoi, Saaren Musta, Iso ja Pikku Lehmälampi.",,Ulkoilualue,Vaakkoin ulkoilualue,Kunta,Kunta / liikuntatoimi,,ulkotila (alue),119
